date,stock_id,link,source,title
2012-06-08 07:00:00,1457,https://finance.ettoday.net/news/54957,ETtoday,宜進(1457) 公告本公司董事會決議推舉詹正田先生續任董事長 - ETtoday
2015-02-03 08:00:00,1457,https://www.moneydj.com/kmdj/news/newsviewer.aspx?a=52c488d1-1821-4f46-9fc8-d01655fe5c0b,MoneyDJ理財網,宜進正式入主宏洲，加速垂直整合腳步- 新聞 - MoneyDJ理財網
2015-06-09 07:00:00,1457,https://www.chinatimes.com/newspapers/20150609000282-260206,中時電子報,宏洲私募 宜進全數取得 - 中時電子報
2017-03-07 08:00:00,1457,https://ec.ltn.com.tw/article/paper/1083641,自由時報電子報,宜進現金減資10％ 每股退1元 - 自由時報電子報
2017-09-01 07:00:00,1457,https://ec.ltn.com.tw/article/breakingnews/2181170,自由時報電子報,宜進董座詹正田 連任紡拓會第15屆董事長 - 自由時報電子報
2017-10-06 07:00:00,1457,https://news.housefun.com.tw/news/article/888095175077.html,好房News,宜進建總部 砸19億南港買地 - 好房News
2017-10-16 07:00:00,1457,https://www.chinatimes.com/realtimenews/20171016004529-260410,中時電子報,《紡纖股》亞洲唯一，宜進獲Cocona「37.5技術」生產纖維認證 - 中時電子報
2017-10-17 07:00:00,1457,https://ec.ltn.com.tw/article/paper/1144094,自由時報電子報,開發智慧衣、火山紗 遠東新、宜進各有斬獲 - 自由時報電子報
2017-11-16 08:00:00,1457,https://www.chinatimes.com/newspapers/20171116000229-260206,中時電子報,熱門股－宜進 股價衝上一年新高 - 中時電子報
2017-12-21 08:00:00,1457,https://ec.ltn.com.tw/article/breakingnews/2290195,自由時報電子報,宜進處分杭州廠房獲利5.12億元 貢獻EPS1.69元 - 自由時報電子報
2018-03-01 08:00:00,1457,https://ec.ltn.com.tw/article/breakingnews/2352820,自由時報電子報,大東紡織台中土地 19億賣宜進子公司 - 自由時報電子報
2018-05-15 07:00:00,1457,https://fnc.ebc.net.tw/FncNews/stock/37699,東森財經新聞,個股：宜進(1457)處分彰化廠土地，獲利大進補，首季EPS 1.58元，創歷史次高 - 東森財經新聞
2018-05-15 07:00:00,1457,https://news.cnyes.com/news/id/4124136,鉅亨網財經新聞,宜進處分彰化廠土地 獲利大進補 首季EPS 1.58元 創歷史次高 - 鉅亨網財經新聞
2018-05-21 07:00:00,1457,https://news.cnyes.com/news/id/4128492,鉅亨網財經新聞,油價突破每桶80美元大關 集盛、力麗、宜進、力鵬股價轉強 - 鉅亨網財經新聞
2018-07-17 07:00:00,1457,https://www.chinatimes.com/newspapers/20180717000403-260206,中時電子報,宜進搶進不動產 提升獲利 - 中時電子報
2018-12-14 08:00:00,1457,https://tw.stock.yahoo.com/news/%E5%AE%9C%E9%80%B2%E5%9C%B0%E7%94%A2%E8%81%9A%E5%AF%B6%E7%9B%86%E5%A4%A7%E5%85%AC%E9%96%8B-%E5%8F%B0%E4%B8%AD%E5%BE%8C%E7%AB%99%E8%BF%91%E8%90%AC%E5%9D%AA%E5%BB%BA%E4%BD%8F%E5%AE%85-144733545.html,Yahoo奇摩股市,宜進地產聚寶盆大公開 台中後站近萬坪建住宅 - Yahoo奇摩股市
2019-01-29 08:00:00,1457,https://m.cnyes.com/news/id/4275234,鉅亨網財經新聞,遠雄取得宜進南港玉成段總部合建案 全案總銷達59億元 - 鉅亨網財經新聞
2019-04-21 07:00:00,1457,https://news.cnyes.com/news/id/4307114,鉅亨網財經新聞,宜進攻高毛利市場 「37.5技術」纖維亞洲獨家代理 今年出貨衝千噸 - 鉅亨網財經新聞
2019-05-02 07:00:00,1457,https://m.ctee.com.tw/livenews/aj/a03619002019050217335038,工商時報,提升獲利力廣豐、宜進積極資產活化 - 工商時報
2019-07-31 07:00:00,1457,https://news.cnyes.com/news/id/4363548,鉅亨網財經新聞,宜進出售台南廠區部分土地 處分利益1.7億元 年底陸續認列 - 鉅亨網財經新聞
2019-07-31 07:00:00,1457,https://tw.stock.yahoo.com/news/%E5%AE%9C%E9%80%B2%E5%94%AE%E5%8F%B0%E5%8D%97%E9%96%92%E7%BD%AE%E5%9C%B0%E4%BA%88%E5%AF%8C%E9%82%A6%E5%AA%92-%E7%8D%B2%E5%88%A9%E7%B4%841-7%E5%84%84%E5%85%83-145450617.html,Yahoo奇摩股市,宜進售台南閒置地予富邦媒 獲利約1.7億元 - Yahoo奇摩股市
2019-07-31 07:00:00,1457,https://www.chinatimes.com/realtimenews/20190731002780-260410,中時電子報,《紡纖股》宜進活化資產，處分台南土地獲利1.7億元 - 中時電子報
2019-09-08 07:00:00,1457,https://tw.stock.yahoo.com/news/%E6%8A%95%E8%B3%87%E6%88%BF%E5%9C%B0%E7%94%A2-%E5%AE%9C%E9%80%B2%E9%9B%86%E5%9C%98-%E8%B7%9F%E8%91%97%E6%94%BF%E5%BA%9C%E8%85%B3%E6%AD%A5%E8%B5%B0%E5%B0%B1%E5%B0%8D%E4%BA%86-022155357.html,Yahoo奇摩股市,投資房地產 宜進集團：跟著政府腳步走就對了 - Yahoo奇摩股市
2019-09-08 07:00:00,1457,https://tw.stock.yahoo.com/news/%E6%8A%95%E8%B3%87%E6%88%BF%E5%9C%B0%E7%94%A2-%E5%AE%9C%E9%80%B2%E9%9B%86%E5%9C%98-%E8%B7%9F%E8%91%97%E6%94%BF%E5%BA%9C%E8%85%B3%E6%AD%A5%E8%B5%B0%E5%B0%B1%E5%B0%8D%E4%BA%86-022155357.html,yahoo.com,投資房地產 宜進集團：跟著政府腳步走就對了 - yahoo.com
2019-09-20 07:00:00,1457,https://news.cnyes.com/news/id/4385069,鉅亨網財經新聞,宜進斥5.4億元取得內科園區不動產 挹注租金收益 - 鉅亨網財經新聞
2019-10-30 07:00:00,1457,https://news.cnyes.com/news/id/4402868,鉅亨網,宜進31日停牌 市場傳與處分不動產有關 - 鉅亨網
2019-10-31 07:00:00,1457,https://finance.ettoday.net/news/1569396,ETtoday,宜進停止加工絲部門台南廠生產並處分土地建物 減少虧損衝擊 - ETtoday
2019-11-28 08:00:00,1457,https://news.housefun.com.tw/news/article/206585242590.html,好房News,宜進宣布轉型計畫後 再砸4.55億元取得汐止不動產 - 好房News
2020-02-15 08:00:00,1457,https://www.cna.com.tw/news/firstnews/202002150014.aspx,中央社即時新聞,湖北武漢肺炎新增確診2420例 累計死亡人數1457 - 中央社即時新聞
