date,stock_id,link,source,title
2020-03-06 08:00:00,1305,https://tw.stock.yahoo.com/news/%E5%80%8B%E8%82%A1-%E8%8F%AF%E5%A4%8F-1305-%E8%91%A3%E4%BA%8B%E6%9C%83%E6%B1%BA%E8%AD%B0-108%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%93%AC%E6%AF%8F%E8%82%A1%E9%85%8D%E6%81%AF0-231119852.html,Yahoo奇摩股市,個股：華夏(1305)董事會決議，108年年度擬每股配息0.5元、配股0.5元 - Yahoo奇摩股市
2020-03-25 07:00:00,1305,https://m.cnyes.com/news/id/4457554,鉅亨網財經新聞,營運未受疫情衝擊 華夏上半年拚全產全銷 - 鉅亨網財經新聞
2020-04-23 07:00:00,1305,https://money.udn.com/money/story/5710/4514458,經濟日報,華夏工安意外 無重大損失 - 經濟日報
2020-04-23 07:00:00,1305,https://tw.stock.yahoo.com/news/%E5%80%8B%E8%82%A1-%E8%8F%AF%E5%A4%8F-1305-%E6%97%97%E4%B8%8B%E5%8F%B0%E7%81%A3%E6%B0%AF%E4%B9%99%E7%83%AF%E5%B7%A5%E6%A5%AD%E6%9E%97%E5%9C%92%E5%BB%A04-22%E5%B7%A5%E5%AE%89%E6%84%8F%E5%A4%96-232447039.html,Yahoo奇摩股市,個股：華夏(1305)旗下台灣氯乙烯工業林園廠4/22工安意外 - Yahoo奇摩股市
2020-05-16 07:00:00,1305,https://ctee.com.tw/news/stock/269373.html,工商時報,華夏首季EPS 0.59元七季新高 - 工商時報
2020-05-25 07:00:00,1305,https://money.udn.com/money/story/5710/4589619,經濟日報,解封效應 華夏急單報到 - 經濟日報
2020-05-25 07:00:00,1305,https://m.cnyes.com/news/id/4481647,鉅亨網財經新聞,華夏樂觀看PVC後市 本季銷售逐月揚升 - 鉅亨網財經新聞
2020-05-25 07:00:00,1305,https://tw.stock.yahoo.com/news/%E5%A1%91%E8%86%A0%E8%82%A1-pvc%E8%A7%B8%E5%BA%95%E5%8F%8D%E5%BD%88-%E8%8F%AF%E5%A4%8Fq2%E9%80%90%E6%9C%88%E7%BF%BB%E5%A5%BD-075510242.html,Yahoo奇摩股市,《塑膠股》PVC觸底反彈 華夏Q2逐月翻好 - Yahoo奇摩股市
2020-05-25 07:00:00,1305,https://udn.com/news/story/7252/4589619,UDN 聯合新聞網,解封效應 華夏急單報到 - UDN 聯合新聞網
2020-07-01 07:00:00,1305,https://tw.stock.yahoo.com/news/%E5%80%8B%E8%82%A1-%E8%8F%AF%E5%A4%8F-1305-%E6%AF%8F%E8%82%A1%E5%90%AB%E6%AC%8A0-5%E5%85%83-234317569.html,Yahoo奇摩股市,個股：華夏(1305)每股含權0.5元、含息0.5元，訂7/23除權息交易日，8/28發放 - Yahoo奇摩股市
