date,stock_id,link,source,title
2012-06-19 07:00:00,1220,https://finance.ettoday.net/news/61116,ETtoday,台榮(1220) 公告本公司101年股東常會董監事全面改選選舉結果 - ETtoday
2013-05-24 07:00:00,1220,https://m.moneydj.com/f1a.aspx?a=657086b4-bd38-46a0-8acd-9f6296b84d4f,MoneyDJ理財網,飲料旺季推升果糖需求，環泰/台榮Q2業績加溫- 新聞 - MoneyDJ理財網
2013-05-27 07:00:00,1220,https://finance.ettoday.net/news/213194,ETtoday,台榮(1220) 澄清說明聯合報102年5月27號A3版報導 - ETtoday
2013-11-14 08:00:00,1220,https://news.housefun.com.tw/news/article/13283647602.html,好房News,1220隻黑面琵鷺棲息 台南保育季17日登場 - 好房News
2013-12-20 08:00:00,1220,https://finance.ettoday.net/news/308613,ETtoday,1220財經早報頭版頭條 - ETtoday
2017-07-01 07:00:00,1220,https://news.cnyes.com/news/id/3854900,鉅亨網財經新聞,台榮擬跨足酒精生產 設廠地點選雲林虎尾 - 鉅亨網財經新聞
2017-12-26 08:00:00,1220,https://news.cnyes.com/news/id/3999403,鉅亨網財經新聞,鴻海處分聯發科股票1220張 獲利3.49億元 - 鉅亨網財經新聞
2018-05-11 07:00:00,1220,https://m.moneydj.com/f1a.aspx?a=5afb7422-4ab2-42e8-b1f5-c58e44da9691,MoneyDJ理財網,《4月營收》鮮活果汁-KY創同期高；果糖台榮/環泰穩- 新聞 - MoneyDJ理財網
2018-10-22 07:00:00,1220,https://news.cnyes.com/news/id/4222766,鉅亨網財經新聞,台榮將跨入酒精生產 投產後年增10億元營收 - 鉅亨網財經新聞
2018-12-20 08:00:00,1220,https://www.newsmarket.com.tw/blog/115269/,上下游News&amp;Market,1220驚險攔截》確診非洲豬瘟第六例！自中國澳門帶入被攔截，20日違規6件 上下游 - 上下游News&amp;Market
2019-01-09 08:00:00,1220,https://tw.appledaily.com/property/20190109/G3PJRVZJRXIVQX5REZPF4ERX7I/,台灣蘋果日報 財經地產,果糖大廠台榮董座陳維讓病逝享壽79歲｜ 蘋果新聞網 - 台灣蘋果日報 財經地產
2019-08-21 07:00:00,1220,https://hd.stheadline.com/news/realtime/hk/1572804/%E5%8D%B3%E6%99%82-%E6%B8%AF%E8%81%9E-%E6%B0%B4%E8%AD%A6%E6%B5%B7%E9%97%9C%E8%81%AF%E6%89%8B%E7%A0%B4%E4%BB%8A%E5%B9%B4%E6%9C%80%E5%A4%A7%E5%AE%97%E6%B5%B7%E8%B7%AF%E8%B5%B0%E7%A7%81-%E6%92%BF1220%E8%90%AC%E5%85%83%E8%B2%A8%E5%93%81,頭條網 Headline Daily,水警海關聯手破今年最大宗海路走私撿1220萬元貨品 - 頭條網 Headline Daily
2019-09-24 07:00:00,1220,https://tw.appledaily.com/property/20190924/AKLDHQRSAGA56M44KMBWTIENKY/,台灣蘋果日報,台榮擱置酒精生產計劃今年獲利拚贏去年｜ 蘋果新聞網｜ 蘋果日報 - 台灣蘋果日報
2019-12-15 08:00:00,1220,https://news.cnyes.com/news/id/4423565,鉅亨網,本週操盤筆記(1216-1220)：日央行會議、各國PMI、ECB拉加德談話 - 鉅亨網
2020-06-19 07:00:00,1220,https://m.cnyes.com/news/id/4495974,鉅亨網財經新聞,台榮擬投資建立酒精產銷體系 將成營運第四支腳 - 鉅亨網財經新聞
2020-06-20 07:00:00,1220,https://udn.com/news/story/7252/4648291,UDN 聯合新聞網,台榮股東會 通過配發0.6元股利 - UDN 聯合新聞網
2020-06-20 07:00:00,1220,https://www.chinatimes.com/realtimenews/20200620001743-260410,中時電子報 Chinatimes.com,《食品股》台榮總座：生產酒精目標不變 虎尾廠有望為產點 - 中時電子報 Chinatimes.com
