date,stock_id,link,source,title
2015-05-20 07:00:00,1210,https://ec.ltn.com.tw/article/paper/881975,自由時報電子報,禽流感又來亂 大成、卜蜂打噴嚏 - 自由時報電子報
2016-06-04 07:00:00,1210,https://www.chinatimes.com/newspapers/20160604000172-260206,中時電子報,陸市場回溫 大成今年獲利看增 - 中時電子報
2017-10-03 07:00:00,1210,https://ec.ltn.com.tw/article/paper/1140243,自由時報電子報,走過一甲子 大成3~5年內營收挑戰千億 - 自由時報電子報
2017-10-03 07:00:00,1210,https://ec.ltn.com.tw/article/paper/1140242,自由時報電子報,大成導入白肉雞一條龍 進軍緬甸農畜食品業 - 自由時報電子報
2018-03-24 07:00:00,1210,https://www.wealth.com.tw/home/articles/15015,財訊,大成與卜蜂競相投資蛋雞場，原來就是在學鴻海 - 財訊
2018-06-04 07:00:00,1210,https://news.cnyes.com/news/id/4136892,鉅亨網財經新聞,天熱影響供給＋節前需求強 豬肉價創今年新高 卜蜂、大成股價走揚 - 鉅亨網財經新聞
2018-08-17 07:00:00,1210,https://news.cnyes.com/news/id/4185242,鉅亨網財經新聞,大成安心購第三家門市今於士林開幕 強調垂直產銷一條龍服務 - 鉅亨網財經新聞
2019-01-02 08:00:00,1210,https://m.cnyes.com/news/id/4262910,鉅亨網財經新聞,斐成(3313)、聯光通(4903)、卜蜂(1215)、大成(1210)、上詮(3363) - 鉅亨網財經新聞
2019-01-13 08:00:00,1210,https://m.cnyes.com/news/id/4267751,鉅亨網財經新聞,大成斥24億元建嘉義新廠 預計明年Q1完工 - 鉅亨網財經新聞
2019-02-26 08:00:00,1210,https://m.cnyes.com/news/id/4284285,鉅亨網財經新聞,大成擴大投資台灣 加碼逾9億元為國成麵粉取得土地資產 - 鉅亨網財經新聞
2019-02-26 08:00:00,1210,http://news.cnyes.com/news/id/4284285?exp=b,鉅亨網財經新聞,大成擴大投資台灣加碼逾9億元為國成麵粉取得土地資產| Anue鉅亨- 台股新聞 - 鉅亨網財經新聞
2019-02-27 08:00:00,1210,https://ec.ltn.com.tw/article/breakingnews/2711101,自由時報電子報,不只賣雞 大成砸近16億元擴大麵粉製品事業佈局 - 自由時報電子報
2019-05-30 07:00:00,1210,https://news.cnyes.com/news/id/4329423,鉅亨網財經新聞,大成擴充亞洲投資規模 合作開發疫苗年底問市將打國際盃 - 鉅亨網財經新聞
2019-09-19 07:00:00,1210,https://www.chinatimes.com/realtimenews/20190919001628-260410,中時電子報,《產業分析》豬雞肉價看漲，大成、卜蜂Q4樂 - 中時電子報
2019-09-26 07:00:00,1210,https://www.chinatimes.com/realtimenews/20190926002065-260410,中時電子報,《類股》大陸豬肉概念股重挫，卜蜂、大成老神在在 - 中時電子報
2019-09-27 07:00:00,1210,https://news.cnyes.com/news/id/4387882,鉅亨網,大成:大成長城企業股份有限公司（公司代號：1210）108年除權配股股票上市掛牌日期。 - 鉅亨網
2019-09-30 07:00:00,1210,https://news.cnyes.com/news/id/4388467,鉅亨網,大成:大成長城企業股份有限公司（公司代號：1210）108年除權配股股票上市掛牌日期。 - 鉅亨網
2019-10-04 07:00:00,1210,https://m.moneydj.com/f1a.aspx?a=8f06e84c-6fbc-4233-a935-3d20f3d6f61e,MoneyDJ理財網,大成集團續拓餐飲版圖，檀島外帶店插旗板橋大遠百- 新聞 - MoneyDJ理財網
2019-11-08 08:00:00,1210,https://m.cnyes.com/news/id/4409231,鉅亨網財經新聞,大成攜手日本昭和產業擴大投資 擬再投資20億元 - 鉅亨網財經新聞
2019-11-08 08:00:00,1210,https://news.cnyes.com/news/id/4409231,鉅亨網,大成攜手日本昭和產業擴大投資 擬再投資20億元 - 鉅亨網
2019-12-17 08:00:00,1210,https://ec.ltn.com.tw/article/breakingnews/3011517,自由時報電子報,大成集團與日本昭和產業合資打造可生食的雞蛋廠 - 自由時報電子報
2019-12-18 08:00:00,1210,https://ec.ltn.com.tw/article/paper/1339835,自由時報電子報,大成、日本昭和砸20億 打造生食級雞蛋旗艦廠 - 自由時報電子報
2019-12-18 08:00:00,1210,https://tw.stock.yahoo.com/news/%E7%84%A6%E9%BB%9E%E8%82%A1-%E5%A4%A7%E6%88%90-1210-%E6%94%9C%E6%89%8B%E6%98%AD%E5%92%8C-%E8%B7%A8%E5%85%A5%E7%94%9F%E9%A3%9F%E9%9B%9E%E8%9B%8B%E9%A0%98%E5%9F%9F-030607022.html,Yahoo奇摩股市,焦點股：大成(1210)攜手昭和，跨入生食雞蛋領域，股價創近11年新高 - Yahoo奇摩股市
2019-12-24 08:00:00,1210,https://m.cnyes.com/news/id/4426705,鉅亨網財經新聞,大成、卜蜂加碼投資台灣 蛋品市場成必爭之地 - 鉅亨網財經新聞
2019-12-25 08:00:00,1210,https://www.chinatimes.com/realtimenews/20191225002250-260410,中時電子報 Chinatimes.com,《食品股》明年新廠陸續完工投產，大成營運更上層樓 - 中時電子報 Chinatimes.com
2020-01-21 08:00:00,1210,https://www.chinatimes.com/realtimenews/20200121003363-260410,中時電子報 Chinatimes.com,《食品股》大成安心購士林店年前改裝新開幕，生鮮熟食一次購足 - 中時電子報 Chinatimes.com
2020-01-29 08:00:00,1210,https://tw.appledaily.com/property/20200129/TFQYPYPIYNBRKBTA5SIZF4VVYY/,台灣蘋果日報,大成安心購士林店改裝完成生鮮熟食一次購足｜ 蘋果新聞網｜ 蘋果日報 - 台灣蘋果日報
2020-02-26 08:00:00,1210,https://www.chinatimes.com/realtimenews/20200226004101-260410,中時電子報 Chinatimes.com,《食品股》防疫顧身體，大成鮮蛋新品上市 - 中時電子報 Chinatimes.com
2020-03-09 07:00:00,1210,https://www.moneydj.com/kmdj/news/newsviewer.aspx?a=33a0be01-cf4a-44a4-8e54-fa7ec494e203,MoneyDJ理財網,馬稠後明年實質貢獻，大成今年營收估低個位數年增- 新聞 - MoneyDJ理財網
2020-03-13 07:00:00,1210,https://udn.com/news/story/7252/4410043,UDN 聯合新聞網,大成餐飲品牌 進駐101 - UDN 聯合新聞網
2020-03-30 07:00:00,1210,https://www.chinatimes.com/realtimenews/20200330005714-260410,中時電子報 Chinatimes.com,大成去年獲利創新高 擬配息2.2元 - 中時電子報 Chinatimes.com
