date,stock_id,link,source,title
2020-06-12 07:00:00,1437,https://tw.stock.yahoo.com/news/%E5%80%8B%E8%82%A1-%E5%8B%A4%E7%9B%8A%E6%8E%A7-1437-%E6%AF%8F%E8%82%A1%E5%90%AB%E6%81%AF1-1%E5%85%83-091357309.html,Yahoo奇摩股市,個股：勤益控(1437)每股含息1.1元，訂109/6/30為除息交易日，7/31發放 - Yahoo奇摩股市
2020-06-22 07:00:00,1437,https://udn.com/news/story/7251/4650986,udn 聯合新聞網,升值受惠股／南紡、勤益控 活化土地 - udn 聯合新聞網
2020-12-02 08:00:00,1437,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%8B%A4%E7%9B%8A%E6%8E%A7%E5%8F%97%E9%82%80%E5%8F%83%E5%8A%A0%E6%B0%B8%E8%B1%90%E9%87%91%E8%AD%89%E5%88%B8%E8%88%89%E8%BE%A6%E4%B9%8B%E6%B3%95%E4%BA%BA%E8%AA%AA%E6%98%8E%E6%9C%83-085350656.html,Yahoo奇摩股市,【公告】勤益控受邀參加永豐金證券舉辦之法人說明會 - Yahoo奇摩股市
2020-12-18 08:00:00,1437,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%8B%A4%E7%9B%8A%E6%8E%A7%E4%BB%A3%E5%AD%90%E5%85%AC%E5%8F%B8%E5%8B%A4%E7%9B%8A%E5%9C%8B%E9%9A%9B%E7%B4%A1%E7%B9%94%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%B8%9B%E8%B3%87%E8%AE%8A%E6%9B%B4%E7%99%BB%E8%A8%98%E5%AE%8C%E6%88%90-073658377.html,Yahoo奇摩股市,【公告】勤益控代子公司勤益國際紡織股份有限公司減資變更登記完成 - Yahoo奇摩股市
2021-01-06 08:00:00,1437,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%8B%A4%E7%9B%8A%E6%8E%A7-2020%E5%B9%B412%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B64820-4%E8%90%AC%E5%85%83-%E5%B9%B4%E5%A2%9E12-085219883.html,Yahoo奇摩股市,【公告】勤益控 2020年12月合併營收4820.4萬元 年增12.74% - Yahoo奇摩股市
2021-02-03 08:00:00,1437,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%8B%A4%E7%9B%8A%E6%8E%A7-2021%E5%B9%B41%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B69027-9%E8%90%AC%E5%85%83-%E5%B9%B4%E5%A2%9E-074127745.html,Yahoo奇摩股市,【公告】勤益控 2021年1月合併營收9027.9萬元 年增-4.59% - Yahoo奇摩股市
2021-03-18 07:00:00,1437,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%8B%A4%E7%9B%8A%E6%8E%A7%E4%BB%A3%E5%AD%90%E5%85%AC%E5%8F%B8%E5%8B%A4%E5%BE%B7%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%A8%82%E5%AE%9A%E9%99%A4%E6%AC%8A%E9%99%A4%E6%81%AF%E5%9F%BA%E6%BA%96%E6%97%A5-094530697.html,Yahoo奇摩理財,【公告】勤益控代子公司勤德股份有限公司訂定除權除息基準日 - Yahoo奇摩理財
2021-03-18 07:00:00,1437,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%8B%A4%E7%9B%8A%E6%8E%A7-%E4%BB%A3%E5%AD%90%E5%85%AC%E5%8F%B8%E5%8B%A4%E5%BE%B7%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%88%86%E6%B4%BE%E8%82%A1%E5%88%A9-094430810.html,Yahoo奇摩理財,【公告】勤益控(代子公司勤德股份有限公司分派股利 - Yahoo奇摩理財
2021-03-18 07:00:00,1437,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%8B%A4%E7%9B%8A%E6%8E%A7%E4%BB%A3%E5%AD%90%E5%85%AC%E5%8F%B8%E5%8B%A4%E7%9B%8A%E9%9B%BB%E5%AD%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%88%86%E9%85%8D%E8%82%A1%E5%88%A9-094430097.html,Yahoo奇摩理財,【公告】勤益控代子公司勤益電子股份有限公司分配股利 - Yahoo奇摩理財
2021-03-18 09:44:30,1437,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%8B%A4%E7%9B%8A%E6%8E%A7-%E4%BB%A3%E5%AD%90%E5%85%AC%E5%8F%B8%E5%8B%A4%E5%BE%B7%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%88%86%E6%B4%BE%E8%82%A1%E5%88%A9-094430810.html,Yahoo奇摩理財,【公告】勤益控(代子公司勤德股份有限公司分派股利 - Yahoo奇摩理財
